<<<<<<< HEAD
﻿Country,Region,Gender,Age-years,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_enery,Importance_owning_computer,Importance_Internet_access
New Zealand,Manawatu-Wanganui,Female,12,Right-handed,166,25,163,4,Car,25,0.362,,Hockey (Field),750,,750,,,
,,,,,,,,,,,,,,,,,,,
New Zealand,Waikato,Male,12,Right-handed,140,20,134,2,Bus,5,3,,Rugby,500,,500,,,
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Female,10,Right-handed,163,25,155,1,Car,5,0.588,,Hockey (Field),500,,500,,,
,,,,,,,,,,,,,,,,,,,
UK,England,Female,11,Right-handed,137.5,19.5,142,1,Car,30,0.42,34,Other activities/sports,1000,1000,1000,1000,500,558
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Male,12,Left-handed,150,23,140,2,Car,5,0.37,,Football/Soccer,750,,500,,,
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Female,17,Left-handed,167,25,170,1,Walk,9,0.38,20,Dancing,503,230,316,193,947,947
,,,,,,,,,,,,,,,,,,,
Australia,Tasmania,Female,15,Left-handed,161,22,157,1,Bus,15,0.28,36,Dancing,486,267,592,373,557,586
,,,,,,,,,,,,,,,,,,,
New Zealand,Waikato,Male,11,Right-handed,152,23,152,2,Walk,5,0.485,,Football/Soccer,250,,0,,,
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Male,12,Right-handed,150,25,155,1,Car,1,0.43,44,Table Tennis,1000,970,492,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Canada,Quebec,Male,15,Right-handed,174.5,25,174.5,1,Walk,8,0.301,32,Cycling,471,481,460,738,540,540
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,13,Right-handed,168,27,172,2,Car,25,0.571,72,Basketball,604,513,663,888,396,492
,,,,,,,,,,,,,,,,,,,
Canada,British Columbia,Female,10,Right-handed,131,20,118.5,2,Walk,5,0.39,57,Bowling,465,727,775,695,187,882
,,,,,,,,,,,,,,,,,,,
UK,South East,Male,15,Ambidextrous,182.88,27,178,3,Car,30,0.28,49,Cycling,0,0,0,0,951,834
,,,,,,,,,,,,,,,,,,,
Canada,New Brunswick,Male,10,Right-handed,131.5,24.5,131.5,1,Bus,1,0.518,281,Skateboarding/Rollerblading,738,1000,1000,118,96,96
,,,,,,,,,,,,,,,,,,,
UK,East,Female,13,Right-handed,161,22.5,158,1,Bus,25,0.62,35,Dancing,1000,1000,710,355,194,161
,,,,,,,,,,,,,,,,,,,
Australia,Queensland,Male,15,Ambidextrous,160,10,150,3,Boat,45,0.34,,Tennis,255,31,41,111,51,51
,,,,,,,,,,,,,,,,,,,
Australia,Queensland,Female,16,Right-handed,158,22,140,2,Walk,35,0.56,50,Other activities/sports,1000,344,663,657,492,492
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Male,14,Left-handed,168,27,67,1,Bus,20,0.31,36,Rugby Union,492,474,1000,19,161,202
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Female,12,Right-handed,156,23,157,2,Bus,20,0.32,37,Hockey (Field),1000,740,923,781,60,48
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Female,10,Right-handed,150,22,127,1,Walk,4,0.938,113,Basketball,481,1000,1000,898,417,294
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Female,10,Left-handed,136,20,136,1,Walk,5,2.203,,Football/Soccer,1000,,1000,,,
,,,,,,,,,,,,,,,,,,,
Australia,Queensland,Male,12,Left-handed,155,25,130,1,Car,5,0.34,30,Hockey (Field),1000,1000,1000,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Female,12,Ambidextrous,167,33,164,1,Car,5,0.71,56,Basketball,722,545,1000,474,,598
,,,,,,,,,,,,,,,,,,,
UK,South,Female,13,Right-handed,154,22,150,1,Walk,20,1.18,36,Gymnastics,1000,1000,769,760,639,648
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Male,7,Right-handed,149,23,144,1,Bus,20,0.34,51,Football/Soccer,1000,1000,1000,1000,196,190
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Male,11,Right-handed,146,22,137,1,Car,10,0.37,35,Football/Soccer,1000,533,764,1000,704,734
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Female,13,Right-handed,159,22,159,2,Car,10,0.25,28,Other activities/sports,717,235,455,626,626,626
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,15,Right-handed,167,29,162,2,Bus,30,0.497,31,Running/Jogging,118,337,37,807,1000,1000
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Male,13,Right-handed,163,25,157,2,Car,5,4,,None,1000,,1000,,,
,,,,,,,,,,,,,,,,,,,
UK,South,Female,14,Right-handed,163,25,165,3,Bus,20,0.82,41,Cricket,716,544,609,604,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,Tasmania,Male,14,Right-handed,179,26,178,1,Walk,10,0.37,47,Martial arts,1000,1000,569,599,372,360
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,15,Right-handed,184,28,184,1,Bus,40,0.432,37,Athletics,406,610,59,348,791,845
,,,,,,,,,,,,,,,,,,,
UK,Home Counties,Male,12,Left-handed,152,24,150,3,Bus,25,0.37,41,Tennis,0,0,416,0,0,0
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Female,12,Ambidextrous,147,21,145,2,Car,2,0.39,51,Netball,104,113,273,172,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Female,9,Right-handed,133,20,127,1,Car,5,0.54,56,Dancing,1000,1000,545,300,103,378
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Female,15,Left-handed,160,25,159,1,Walk,25,0.375,,Dancing,500,,500,,,
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Female,14,Right-handed,160,24,158,2,Bus,40,0.34,33,Tennis,498,474,515,498,131,190
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Female,17,Right-handed,170,24,175,1,Bus,35,0.61,53,Dancing,540,449,96,316,727,904
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Female,14,Right-handed,155,24,155,1,Walk,45,0.406,,Other activities/sports,750,,500,,,
,,,,,,,,,,,,,,,,,,,
New Zealand,Waikato,Female,13,Right-handed,177,25,174,1,Bus,45,0.314,,Netball,750,,500,,,
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Female,10,Right-handed,152,23,152,2,Car,5,0.5,,Netball,1000,,500,,,
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Female,13,Right-handed,166,25,170,4,Car,9,0.35,35,Dancing,1000,651,669,308,302,503
,,,,,,,,,,,,,,,,,,,
UK,East,Female,13,Right-handed,161,23.5,167,1,Bus,25,0.34,31,Skateboarding/Rollerblading,500,500,129,323,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,Western Australia,Female,15,Right-handed,178,25,184,1,Car,3,0.34,58,Netball,1000,1000,1000,1000,639,704
,,,,,,,,,,,,,,,,,,,
Australia,Western Australia,Female,14,Right-handed,168,20,165,1,Walk,5,0.42,42,Netball,486,96,498,492,563,675
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Male,12,Right-handed,169,28,169,2,Skateboard/Scooter/Rollerblade,15,0.48,90,Football/Soccer,1000,1000,1000,1000,,
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Male,11,Right-handed,155,24,155,2,Walk,15,0.37,44,Tennis,805,876,834,734,639,622
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Male,15,Right-handed,174,24,173,1,Car,7,0.36,36,Basketball,568,586,941,474,1000,1000
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,13,Right-handed,161,25,161,1,Walk,10,0.611,30,Hockey (Ice),770,503,460,257,1000,1000
,,,,,,,,,,,,,,,,,,,
UK,West Midlands,Female,14,Right-handed,150,23,158,2,Bus,45,0.37,40,Dancing,500,500,500,500,1000,500
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Male,14,Right-handed,171,34,175,1,Car,10,0.74,41,Tennis,1000,1000,1000,1000,96,119
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Female,9,Right-handed,142,23,143,1,Walk,5,0.46,44,Dancing,1000,1000,1000,870,1,
,,,,,,,,,,,,,,,,,,,
UK,East Midlands,Female,14,Right-handed,173,26,170,1,Walk,25,0.37,27,Netball,709,716,685,738,385,405
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Female,12,Ambidextrous,145,24,64,1,Car,3,0.74,92,Other activities/sports,1000,864,1000,852,243,557
,,,,,,,,,,,,,,,,,,,
UK,East Midlands,Male,13,Left-handed,159,12,158,1,Cycle,15,2.64,32,Skateboarding/Rollerblading,0,0,36,0,999,1000
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Male,15,Right-handed,175,25,112,2,Car,12,0.29,41,Other activities/sports,1000,882,1000,704,1000,1000
,,,,,,,,,,,,,,,,,,,
UK,Home Counties,Male,13,Left-handed,161,26,160,1,Bus,47,0.34,36,Football/Soccer,774,613,290,516,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Male,11,Right-handed,137,137,144,1,Car,15,0.42,65,Skateboarding/Rollerblading,669,551,864,462,764,557
,,,,,,,,,,,,,,,,,,,
Australia,Tasmania,Female,12,Right-handed,155,21,155,1,Walk,10,0.5,45,Hockey (Field),635,250,1000,1000,,
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Female,11,Right-handed,146.5,23.5,140,2,Walk,2,0.656,29,Football/Soccer,519,674,428,1000,727,717
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Male,10,Right-handed,139,23,144,2,Walk,15,0.343,,Basketball,1000,,1000,,,
,,,,,,,,,,,,,,,,,,,
Canada,Quebec,Female,13,Right-handed,150,23,150,2,Bus,10,0.312,39,Football/Soccer,1000,1000,1000,1000,487,487
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,15,Ambidextrous,171,28,177.5,3,Walk,5,0.281,45,Basketball,1000,952,963,524,535,535
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Male,17,Right-handed,178,27,175,1,Car,8,0.27,22,Other activities/sports,947,1000,988,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,14,Right-handed,169.5,29.5,169.5,2,Car,20,0.797,36,Tennis,1000,1000,1000,1000,471,27
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Female,11,Right-handed,158,25,144,1,Bus,15,0.32,40,Other activities/sports,450,261,586,367,450,427
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Male,11,Right-handed,140,20,148,1,Car,10,0.55,37,Hockey (Field),1000,1000,1000,545,498,515
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Male,10,Right-handed,137,64,256,1,Car,20,0.6,84,Other activities/sports,1000,,1000,1000,,474
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Male,16,Ambidextrous,186,29,186,1,Car,50,0.34,43,Martial arts,1000,1000,1000,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Female,11,Left-handed,150,24,147,1,Car,3,0.81,72,Dancing,202,172,746,716,681,1000
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Male,10,Ambidextrous,140,20,128,1,Car,2,0.39,63,Football/Soccer,450,876,438,326,498,362
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Female,12,Right-handed,152,24,158,1,Car,5,0.828,,Football/Soccer,1000,,1000,,,
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Male,11,Right-handed,137,20,40,1,Car,5,0.12,31,Football/Soccer,1000,1000,1000,870,1000,999
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,13,Right-handed,160,25,152,2,Car,10,0.918,42,Skateboarding/Rollerblading,1000,1000,1000,1000,845,1000
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,18,Right-handed,170,24,170,1,Bus,5,0.33,41,Rugby League,1000,1000,1000,1000,251,257
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Female,14,Right-handed,174,34,107,1,Walk,5,0.375,,Other activities/sports,500,,750,,,
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Female,13,Right-handed,154,22,158,1,Car,10,0.34,36,Other activities/sports,1000,1000,1000,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Male,13,Right-handed,171,27,170,1,Car,15,0.26,37,Hockey (Field),367,391,634,905,1000,1000
,,,,,,,,,,,,,,,,,,,
New Zealand,Waikato,Male,12,Right-handed,147,25,123,3,Bus,15,0.391,,Football/Soccer,750,,500,,,
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Male,11,Right-handed,142,22,138,3,Car,2,0.54,51,Gymnastics,1000,521,1000,1000,527,527
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Female,13,Right-handed,157,24,151.5,3,Bus,5,0.343,44,Football/Soccer,310,551,807,791,160,134
,,,,,,,,,,,,,,,,,,,
Canada,Île-du-Prince-Édouard,Female,13,Right-handed,150,24,150,2,Bus,45,0.825,29,Basketball,1000,759,856,872,1000,1000
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Male,15,Right-handed,176,27,181,4,Car,15,0.397,,Golf,0,,0,,,
,,,,,,,,,,,,,,,,,,,
UK,South West,Male,13,Right-handed,179.5,24,169.5,1,Bus,20,0.69,73,Football/Soccer,1000,1000,1000,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,Australian Capitol Territory,Female,10,Right-handed,146,20,144,1,Skateboard/Scooter/Rollerblade,5,0.5,37,Football/Soccer,1000,1000,1000,527,970,990
,,,,,,,,,,,,,,,,,,,
Australia,Australian Capitol Territory,Female,11,Right-handed,145,22,146,2,Car,4,0.42,42,Dancing,1000,829,829,1000,769,480
,,,,,,,,,,,,,,,,,,,
UK,North West,Female,13,Right-handed,162,23,160,1,Car,10,0.31,40,Football/Soccer,1000,1000,993,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,13,Right-handed,177.5,30,182,2,Bus,20,0.594,53,Basketball,1000,1000,1000,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Canada,Manitoba,Male,13,Right-handed,162,24.5,165,2,Walk,15,0.375,33,Basketball,567,396,695,759,829,909
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Female,11,Right-handed,155,24,150,3,Car,5,1.17,41,Hockey (Ice),369,481,802,529,540,668
,,,,,,,,,,,,,,,,,,,
Canada,Quebec,Female,16,Ambidextrous,161,23.5,164.5,3,Bus,8,0.351,45,Other activities/sports,1000,1000,1000,481,1000,1000
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,14,Right-handed,152.5,26,155.5,1,Walk,2,0.497,39,Hockey (Ice),717,604,695,1000,316,353
,,,,,,,,,,,,,,,,,,,
New Zealand,Manawatu-Wanganui,Female,9,Right-handed,125,19,125,1,Walk,25,0.453,,Hockey (Field),1000,,1000,,,
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Male,10,Left-handed,141,22,132,1,Car,5,1.314,,Martial Arts,1000,,750,,,
,,,,,,,,,,,,,,,,,,,
Australia,Western Australia,Male,10,Left-handed,152,24,158,1,Cycle,5,0.37,98,Football/Soccer,409,214,616,373,687,474
,,,,,,,,,,,,,,,,,,,
UK,North West,Female,14,Right-handed,166,25,166,1,Walk,45,0.36,51,Dancing,521,1000,805,810,521,526
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Male,13,Right-handed,158,23,160,1,Bus,20,0.29,34,Football/Soccer,651,610,805,663,634,669
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Female,12,Right-handed,160,25,165,3,Bus,30,0.829,26,Other activities/sports,738,759,856,850,112,96
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Male,11,Right-handed,144,22,143,1,Car,5,0.4,37,Football/Soccer,379,415,527,521,1000,1000
,,,,,,,,,,,,,,,,,,,
Canada,Prince Edward Island,Male,12,Right-handed,145,21,155,2,Car,1,0.49,66,Hockey (Ice),652,663,674,765,813,1000
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,12,Right-handed,160,26,158,2,Walk,12,0.625,51,Football/Soccer,513,235,610,540,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Female,15,Right-handed,169,22,161,1,Walk,15,0.35,34,Netball,965,970,1000,1000,96,131
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Female,14,Ambidextrous,164,24,163,1,Bus,10,0.762,44,Baseball/Softball,417,235,540,620,882,963
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Male,11,Right-handed,157,24,160,1,Car,40,0.45,58,Football/Soccer,1000,734,1000,196,433,480
,,,,,,,,,,,,,,,,,,,
Australia,Tasmania,Female,13,Right-handed,175,25,181,1,Car,15,0.42,42,Netball,509,444,444,396,378,569
,,,,,,,,,,,,,,,,,,,
UK,North West,Male,14,Right-handed,165,24.5,158,1,Walk,5,0.31,56,Cycling,997,1000,500,1000,0,0
,,,,,,,,,,,,,,,,,,,
UK,Home Counties,Male,12,Right-handed,153,24,150,2,Bus,45,0.51,47,Rowing,749,785,230,333,1000,1000
,,,,,,,,,,,,,,,,,,,
New Zealand,Canterbury,Female,11,Right-handed,144,21,143,1,Bus,15,0.535,,Netball,1000,,750,,,
,,,,,,,,,,,,,,,,,,,
Australia,Tasmania,Male,9,Right-handed,138,21,128,2,Bus,5,0.35,73,Bowling,1000,1000,1000,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
UK,North West,Male,14,Right-handed,165,24,166,1,Bus,50,0.29,35,Rugby Union,559,586,553,544,687,799
,,,,,,,,,,,,,,,,,,,
Canada,Nova Scotia,Female,14,Right-handed,166,24,145,2,Bus,40,0.515,34,Football/Soccer,594,594,241,230,1000,1000
,,,,,,,,,,,,,,,,,,,
Canada,British Columbia,Male,12,Right-handed,160.5,25.5,150.5,1,Car,2,0.33,48,Football/Soccer,984,979,1000,717,856,230
,,,,,,,,,,,,,,,,,,,
Canada,Manitoba,Female,11,Right-handed,140,21,145,2,Car,6,1,30,Basketball,866,1000,882,791,535,529
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Female,14,Right-handed,156,23,162,3,Car,18,0.4,59,Netball,1000,1000,1000,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Female,15,Right-handed,150.5,25.5,149,1,Walk,2,0.553,46,Hockey (Ice),963,989,909,930,930,1000
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Female,12,Right-handed,154.5,22,150,2,Car,25,0.562,39,Other activities/sports,1000,1000,513,519,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Male,13,Right-handed,165,24,156,2,Bus,10,0.29,39,Rugby Union,356,1000,456,42,1000,1000
,,,,,,,,,,,,,,,,,,,
New Zealand,Otago,Female,15,Right-handed,160,25,162,2,Walk,15,0.69,,Rugby,250,,250,,,
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,13,Right-handed,168,26.5,172.5,2,Board,15,0.5,63,Skateboarding/Rollerblading,888,487,1000,989,1000,1000
,,,,,,,,,,,,,,,,,,,
Canada,Quebec,Female,15,Right-handed,162.5,25.5,165.5,2,Bus,55,0.734,71,Dancing,337,1000,492,406,1000,1000
,,,,,,,,,,,,,,,,,,,
UK,Home Counties,Female,14,Right-handed,166,25,145,3,Walk,25,0.3,45,Table Tennis,736,728,893,749,747,759
,,,,,,,,,,,,,,,,,,,
Australia,Western Australia,Female,14,Left-handed,161,23,161,1,Car,4,0.36,37,Rowing,433,551,681,976,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,Tasmania,Male,13,Right-handed,155,24,155,1,Walk,5,0.4,56,Other activities/sports,1,1,,,1000,330
,,,,,,,,,,,,,,,,,,,
New Zealand,Wellington,Female,13,Right-handed,169,23,168,1,Car,15,0.422,,Football/Soccer,1000,,250,,,
,,,,,,,,,,,,,,,,,,,
UK,East Midlands,Male,12,Right-handed,158,28,160,2,Cycle,10,3.69,100,Cycling,488,0,1000,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Female,13,Right-handed,164.5,24,165,1,Bus,30,0.328,40,Dancing,455,1000,695,1000,16,80
,,,,,,,,,,,,,,,,,,,
Australia,Queensland,Male,13,Right-handed,158,25,159,4,Bus,64,0.65,54,Cricket,379,515,1000,746,486,1000
,,,,,,,,,,,,,,,,,,,
Australia,Queensland,Male,11,Left-handed,139,22,126,2,Car,7,0.6,100,Martial arts,557,834,781,864,752,876
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Female,15,Right-handed,161,22,161,1,Car,3,0.34,23,Other activities/sports,787,787,787,793,,616
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,14,Right-handed,166,26,174.5,2,Car,6,0.36,70,Hockey (Field),872,647,1000,722,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Male,13,Right-handed,163,28,169,2,Rail (Train/Tram/Subway),22,0.35,44,Other activities/sports,1000,1000,1000,1000,1,1
,,,,,,,,,,,,,,,,,,,
UK,North East,Female,14,Right-handed,162,24,158,1,Bus,10,0.98,51,Other activities/sports,500,638,642,653,924,946
,,,,,,,,,,,,,,,,,,,
New Zealand,Northland,Female,13,Ambidextrous,185,22,185,2,Walk,5,0.391,,Hockey (Field),750,,250,,,
,,,,,,,,,,,,,,,,,,,
New Zealand,Bay of Plenty,Female,13,Right-handed,168,23,167,1,Walk,25,1.922,,Netball,500,,250,,,
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Male,13,Right-handed,171,26,171,1,Bus,45,0.531,,Rugby,750,,750,,,
,,,,,,,,,,,,,,,,,,,
Australia,Western Australia,Male,15,Left-handed,180,30,190,3,Car,15,0.26,28,Hockey (Field),143,1000,498,137,1000,1000
,,,,,,,,,,,,,,,,,,,
UK,North West,Male,16,Right-handed,170,26,176,3,Bus,10,11.31,31,Football/Soccer,0,0,1000,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Canada,Alberta,Male,12,Right-handed,146,23,140.5,1,Car,10,0.422,70,Golf,1000,1000,1000,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Male,16,Right-handed,177,26,179,2,Walk,5,0.37,34,Football/Soccer,450,557,834,716,107,326
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Male,10,Right-handed,135,22,110,1,Walk,10,0.49,84,Football/Soccer,1000,1000,1000,1000,72,409
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Male,12,Right-handed,163,30,165,1,Car,20,,,Basketball,385,900,421,184,131,941
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Male,11,Right-handed,150,20,140,1,Car,8,0.39,41,Baseball/Softball,1000,1000,1000,1000,178,769
,,,,,,,,,,,,,,,,,,,
Australia,Australian Capitol Territory,Female,11,Right-handed,15,22,146,2,Car,3,0.36,37,Swimming,1000,1000,1000,1000,155,403
,,,,,,,,,,,,,,,,,,,
New Zealand,Canterbury,Male,9,Right-handed,148,45,151,2,Walk,5,0.625,,Rugby,1000,,1000,,,
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,14,Right-handed,167,22,150,1,Walk,5,0.266,36,Swimming,380,150,444,374,920,1000
,,,,,,,,,,,,,,,,,,,
New Zealand,Manawatu-Wanganui,Male,15,Right-handed,170,23,170,1,Cycle,15,0.296,,Basketball,250,,250,,,
,,,,,,,,,,,,,,,,,,,
Canada,Île-du-Prince-Édouard,Male,13,Right-handed,162,27,162,2,Bus,23,0.33,53,Hockey (Ice),1000,1000,1000,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Female,14,Right-handed,168,24,158,2,Rail (Train/Tram/Subway),30,0.37,79,Netball,551,539,1000,1000,243,232
,,,,,,,,,,,,,,,,,,,
New Zealand,Waikato,Male,12,Left-handed,144,23,135,1,Bus,15,0.399,,Football/Soccer,500,,750,,,
,,,,,,,,,,,,,,,,,,,
New Zealand,Otago,Female,13,Right-handed,167,17,167,2,Car,15,0.485,,Netball,1000,,750,,,
,,,,,,,,,,,,,,,,,,,
Australia,Western Australia,Female,14,Right-handed,53,21,131,1,Walk,2,0.42,33,Hockey (Field),539,533,533,545,427,362
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Female,15,Right-handed,172,24,171,5,Rail (Train/Tram/Subway),45,0.29,29,Other activities/sports,781,699,905,687,1000,1000
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Female,16,Right-handed,161,27,161,1,Car,15,0.361,,Cycling,750,,750,,,
,,,,,,,,,,,,,,,,,,,
UK,North West,Female,14,Right-handed,158,23,152,1,Car,10,0.4,43,Dancing,611,991,729,758,500,767
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Female,12,Right-handed,160,23,154,2,Car,5,0.392,,Table Tennis,1000,,1000,,,
,,,,,,,,,,,,,,,,,,,
Canada,Ontario,Male,10,Right-handed,150.5,24,148,5,Bus,20,0.618,46,Basketball,770,572,984,963,797,872
,,,,,,,,,,,,,,,,,,,
New Zealand,Hawkes Bay,Male,13,Right-handed,157,25,150,1,Walk,15,0.375,,Hockey (Field),500,,500,,,
,,,,,,,,,,,,,,,,,,,
Australia,Victoria,Male,15,Right-handed,182,27,173,2,Rail (Train/Tram/Subway),45,0.45,47,Basketball,1000,1000,1000,1000,379,385
,,,,,,,,,,,,,,,,,,,
Canada,Yukon,Male,14,Right-handed,167,28.5,168,1,Car,15,0.297,38,Hockey (Ice),1000,1000,1000,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Female,11,Right-handed,154,22,154,1,Walk,1,0.4,40,Netball,468,444,610,415,125,119
,,,,,,,,,,,,,,,,,,,
UK,Home Counties,Female,13,Right-handed,165,23,150,1,Bus,20,0.42,46,Other activities/sports,685,530,651,629,940,949
,,,,,,,,,,,,,,,,,,,
Canada,Alberta,Male,15,Right-handed,168,34,162,5,Bus,30,0.735,51,Swimming,1000,706,904,893,471,353
,,,,,,,,,,,,,,,,,,,
New Zealand,Auckland,Female,13,Right-handed,162,23,156,2,Car,5,0.42,,Rugby,500,,500,,,
,,,,,,,,,,,,,,,,,,,
UK,North West,Male,11,Right-handed,138,20,137,2,Bus,15,0.31,49,Other activities/sports,690,569,683,685,403,275
,,,,,,,,,,,,,,,,,,,
UK,South West,Female,13,Right-handed,151,22,137,1,Bus,20,3.41,39,Other activities/sports,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Female,15,Left-handed,175,26,172,1,Car,4,0.35,33,Netball,539,533,557,681,663,870
,,,,,,,,,,,,,,,,,,,
UK,East Midlands,Male,14,Right-handed,168,27,174,1,Bus,30,0.28,29,Football/Soccer,161,161,129,194,258,97
,,,,,,,,,,,,,,,,,,,
Canada,Nova Scotia,Male,19,Right-handed,181.5,25,189,2,Bus,15,0.468,51,Other activities/sports,1000,1000,1000,1000,1000,1000
,,,,,,,,,,,,,,,,,,,
New Zealand,Waikato,Male,16,Left-handed,168,26,134,2,Car,15,0.388,,Basketball,1000,,1000,,,
,,,,,,,,,,,,,,,,,,,
Australia,South Australia,Female,12,Right-handed,164,24,163,1,Car,3,0.24,43,Cricket,923,764,1000,764,545,545
,,,,,,,,,,,,,,,,,,,
Australia,New South Wales,Female,12,Left-handed,156,23,154,1,Bus,30,0.58,64,Dancing,587,647,761,713,312,318
,,,,,,,,,,,,,,,,,,,
